Federal Funds Rate,GDP,CPI,Non-Farm Employment,Unemployment Rate,date
0.8,243.164,21.48,29923,3.4,1939-01-01
0.8,243.164,21.48,30100,3.4,1939-02-01
0.8,243.164,21.48,30280,3.4,1939-03-01
0.8,243.164,21.48,30094,3.4,1939-04-01
0.8,243.164,21.48,30299,3.4,1939-05-01
0.8,243.164,21.48,30502,3.4,1939-06-01
0.8,243.164,21.48,30419,3.4,1939-07-01
0.8,243.164,21.48,30663,3.4,1939-08-01
0.8,243.164,21.48,31031,3.4,1939-09-01
0.8,243.164,21.48,31411,3.4,1939-10-01
0.8,243.164,21.48,31470,3.4,1939-11-01
0.8,243.164,21.48,31542,3.4,1939-12-01
0.8,243.164,21.48,31603,3.4,1940-01-01
0.8,243.164,21.48,31715,3.4,1940-02-01
0.8,243.164,21.48,31825,3.4,1940-03-01
0.8,243.164,21.48,31701,3.4,1940-04-01
0.8,243.164,21.48,31879,3.4,1940-05-01
0.8,243.164,21.48,31977,3.4,1940-06-01
0.8,243.164,21.48,31942,3.4,1940-07-01
0.8,243.164,21.48,32352,3.4,1940-08-01
0.8,243.164,21.48,32810,3.4,1940-09-01
0.8,243.164,21.48,33267,3.4,1940-10-01
0.8,243.164,21.48,33669,3.4,1940-11-01
0.8,243.164,21.48,34174,3.4,1940-12-01
0.8,243.164,21.48,34481,3.4,1941-01-01
0.8,243.164,21.48,34843,3.4,1941-02-01
0.8,243.164,21.48,35092,3.4,1941-03-01
0.8,243.164,21.48,35468,3.4,1941-04-01
0.8,243.164,21.48,36182,3.4,1941-05-01
0.8,243.164,21.48,36650,3.4,1941-06-01
0.8,243.164,21.48,37137,3.4,1941-07-01
0.8,243.164,21.48,37544,3.4,1941-08-01
0.8,243.164,21.48,37835,3.4,1941-09-01
0.8,243.164,21.48,37949,3.4,1941-10-01
0.8,243.164,21.48,38024,3.4,1941-11-01
0.8,243.164,21.48,38104,3.4,1941-12-01
0.8,243.164,21.48,38347,3.4,1942-01-01
0.8,243.164,21.48,38512,3.4,1942-02-01
0.8,243.164,21.48,38935,3.4,1942-03-01
0.8,243.164,21.48,39352,3.4,1942-04-01
0.8,243.164,21.48,39771,3.4,1942-05-01
0.8,243.164,21.48,40029,3.4,1942-06-01
0.8,243.164,21.48,40472,3.4,1942-07-01
0.8,243.164,21.48,40988,3.4,1942-08-01
0.8,243.164,21.48,41259,3.4,1942-09-01
0.8,243.164,21.48,41515,3.4,1942-10-01
0.8,243.164,21.48,41674,3.4,1942-11-01
0.8,243.164,21.48,41915,3.4,1942-12-01
0.8,243.164,21.48,42172,3.4,1943-01-01
0.8,243.164,21.48,42393,3.4,1943-02-01
0.8,243.164,21.48,42552,3.4,1943-03-01
0.8,243.164,21.48,42647,3.4,1943-04-01
0.8,243.164,21.48,42596,3.4,1943-05-01
0.8,243.164,21.48,42781,3.4,1943-06-01
0.8,243.164,21.48,42700,3.4,1943-07-01
0.8,243.164,21.48,42546,3.4,1943-08-01
0.8,243.164,21.48,42492,3.4,1943-09-01
0.8,243.164,21.48,42675,3.4,1943-10-01
0.8,243.164,21.48,42821,3.4,1943-11-01
0.8,243.164,21.48,42746,3.4,1943-12-01
0.8,243.164,21.48,42654,3.4,1944-01-01
0.8,243.164,21.48,42538,3.4,1944-02-01
0.8,243.164,21.48,42294,3.4,1944-03-01
0.8,243.164,21.48,42063,3.4,1944-04-01
0.8,243.164,21.48,41985,3.4,1944-05-01
0.8,243.164,21.48,41947,3.4,1944-06-01
0.8,243.164,21.48,41904,3.4,1944-07-01
0.8,243.164,21.48,41850,3.4,1944-08-01
0.8,243.164,21.48,41679,3.4,1944-09-01
0.8,243.164,21.48,41708,3.4,1944-10-01
0.8,243.164,21.48,41711,3.4,1944-11-01
0.8,243.164,21.48,41860,3.4,1944-12-01
0.8,243.164,21.48,41895,3.4,1945-01-01
0.8,243.164,21.48,41897,3.4,1945-02-01
0.8,243.164,21.48,41798,3.4,1945-03-01
0.8,243.164,21.48,41446,3.4,1945-04-01
0.8,243.164,21.48,41304,3.4,1945-05-01
0.8,243.164,21.48,41149,3.4,1945-06-01
0.8,243.164,21.48,40874,3.4,1945-07-01
0.8,243.164,21.48,40466,3.4,1945-08-01
0.8,243.164,21.48,38507,3.4,1945-09-01
0.8,243.164,21.48,38600,3.4,1945-10-01
0.8,243.164,21.48,38996,3.4,1945-11-01
0.8,243.164,21.48,39110,3.4,1945-12-01
0.8,243.164,21.48,39829,3.4,1946-01-01
0.8,243.164,21.48,39244,3.4,1946-02-01
0.8,243.164,21.48,40195,3.4,1946-03-01
0.8,243.164,21.48,40913,3.4,1946-04-01
0.8,243.164,21.48,41349,3.4,1946-05-01
0.8,243.164,21.48,41735,3.4,1946-06-01
0.8,243.164,21.48,42153,3.4,1946-07-01
0.8,243.164,21.48,42642,3.4,1946-08-01
0.8,243.164,21.48,42915,3.4,1946-09-01
0.8,243.164,21.48,43093,3.4,1946-10-01
0.8,243.164,21.48,43395,3.4,1946-11-01
0.8,243.164,21.48,43379,3.4,1946-12-01
0.8,243.164,21.48,43535,3.4,1947-01-01
0.8,244.09866666666665,21.62,43557,3.4,1947-02-01
0.8,245.03333333333333,22.0,43607,3.4,1947-03-01
0.8,245.968,22.0,43499,3.4,1947-04-01
0.8,247.17366666666666,21.95,43638,3.4,1947-05-01
0.8,248.37933333333334,22.08,43810,3.4,1947-06-01
0.8,249.585,22.23,43743,3.4,1947-07-01
0.8,252.97166666666666,22.4,43960,3.4,1947-08-01
0.8,256.35833333333335,22.84,44203,3.4,1947-09-01
0.8,259.745,22.91,44411,3.4,1947-10-01
0.8,261.744,23.06,44484,3.4,1947-11-01
0.8,263.743,23.41,44581,3.4,1947-12-01
0.8,265.742,23.68,44679,3.4,1948-01-01
0.8,268.017,23.67,44533,3.8,1948-02-01
0.8,270.29200000000003,23.5,44683,4.0,1948-03-01
0.8,272.567,23.82,44379,3.9,1948-04-01
0.8,274.7766666666667,24.01,44796,3.5,1948-05-01
0.8,276.98633333333333,24.15,45034,3.6,1948-06-01
0.8,279.196,24.4,45160,3.6,1948-07-01
0.8,279.586,24.43,45178,3.9,1948-08-01
0.8,279.976,24.36,45294,3.8,1948-09-01
0.8,280.366,24.31,45245,3.7,1948-10-01
0.8,278.58866666666665,24.16,45192,3.8,1948-11-01
0.8,276.8113333333333,24.05,45032,4.0,1948-12-01
0.8,275.034,24.01,44668,4.3,1949-01-01
0.8,273.8063333333333,23.91,44497,4.7,1949-02-01
0.8,272.57866666666666,23.91,44240,5.0,1949-03-01
0.8,271.351,23.92,44236,5.3,1949-04-01
0.8,271.8636666666667,23.91,43984,6.1,1949-05-01
0.8,272.3763333333333,23.92,43739,6.2,1949-06-01
0.8,272.889,23.7,43531,6.7,1949-07-01
0.8,272.135,23.7,43624,6.8,1949-08-01
0.8,271.38100000000003,23.75,43780,6.6,1949-09-01
0.8,270.627,23.67,42942,7.9,1949-10-01
0.8,274.02733333333333,23.7,43242,6.4,1949-11-01
0.8,277.42766666666665,23.61,43522,6.6,1949-12-01
0.8,280.828,23.51,43526,6.5,1950-01-01
0.8,284.013,23.61,43297,6.4,1950-02-01
0.8,287.198,23.64,43954,6.3,1950-03-01
0.8,290.383,23.65,44382,5.8,1950-04-01
0.8,296.3063333333333,23.77,44718,5.5,1950-05-01
0.8,302.2296666666667,23.88,45083,5.4,1950-06-01
0.8,308.153,24.07,45454,5.0,1950-07-01
0.8,312.08366666666666,24.2,46192,4.5,1950-08-01
0.8,316.01433333333335,24.34,46438,4.4,1950-09-01
0.8,319.945,24.5,46706,4.2,1950-10-01
0.8,325.2966666666667,24.6,46776,4.2,1950-11-01
0.8,330.6483333333333,24.98,46861,4.3,1950-12-01
0.8,336.0,25.38,47288,3.7,1951-01-01
0.8,338.69666666666666,25.83,47577,3.4,1951-02-01
0.8,341.3933333333333,25.88,47873,3.4,1951-03-01
0.8,344.09,25.92,47861,3.1,1951-04-01
0.8,346.52166666666665,25.99,47952,3.0,1951-05-01
0.8,348.9533333333333,25.93,48064,3.2,1951-06-01
0.8,351.385,25.91,48061,3.1,1951-07-01
0.8,352.98266666666666,25.86,48012,3.1,1951-08-01
0.8,354.58033333333333,26.03,47954,3.3,1951-09-01
0.8,356.178,26.16,48006,3.5,1951-10-01
0.8,357.392,26.32,48147,3.5,1951-11-01
0.8,358.606,26.47,48314,3.1,1951-12-01
0.8,359.82,26.45,48296,3.2,1952-01-01
0.8,360.2233333333333,26.41,48522,3.1,1952-02-01
0.8,360.62666666666667,26.39,48504,2.9,1952-03-01
0.8,361.03,26.46,48620,2.9,1952-04-01
0.8,363.2536666666667,26.47,48642,3.0,1952-05-01
0.8,365.4773333333333,26.53,48282,3.0,1952-06-01
0.8,367.701,26.68,48143,3.2,1952-07-01
0.8,372.07133333333337,26.69,48924,3.4,1952-08-01
0.8,376.44166666666666,26.63,49320,3.1,1952-09-01
0.8,380.812,26.69,49597,3.0,1952-10-01
0.8,383.20133333333337,26.69,49816,2.8,1952-11-01
0.8,385.59066666666666,26.71,50166,2.7,1952-12-01
0.8,387.98,26.64,50144,2.9,1953-01-01
0.8,389.23633333333333,26.59,50339,2.6,1953-02-01
0.8,390.4926666666667,26.63,50473,2.6,1953-03-01
0.8,391.749,26.69,50435,2.7,1953-04-01
0.8,391.5563333333333,26.7,50490,2.5,1953-05-01
0.8,391.3636666666667,26.77,50519,2.5,1953-06-01
0.8,391.171,26.79,50536,2.6,1953-07-01
0.8,389.43733333333336,26.85,50489,2.7,1953-08-01
0.8,387.70366666666666,26.89,50368,2.9,1953-09-01
0.8,385.97,26.95,50240,3.1,1953-10-01
0.8,385.7616666666667,26.85,49908,3.5,1953-11-01
0.8,385.55333333333334,26.87,49703,4.5,1953-12-01
0.8,385.345,26.94,49469,4.9,1954-01-01
0.8,385.6036666666667,26.99,49382,5.2,1954-02-01
0.8,385.8623333333333,26.93,49157,5.7,1954-03-01
0.8,386.121,26.86,49179,5.9,1954-04-01
0.8,387.746,26.93,48965,5.9,1954-05-01
0.8,389.371,26.94,48895,5.6,1954-06-01
0.8,390.996,26.86,48835,5.8,1954-07-01
1.22,393.90866666666665,26.85,48826,6.0,1954-08-01
1.07,396.8213333333333,26.81,48886,6.1,1954-09-01
0.85,399.734,26.72,48942,5.7,1954-10-01
0.83,404.1803333333333,26.78,49180,5.3,1954-11-01
1.28,408.62666666666667,26.77,49331,5.0,1954-12-01
1.39,413.073,26.77,49496,4.9,1955-01-01
1.29,415.8926666666666,26.82,49644,4.7,1955-02-01
1.35,418.71233333333333,26.79,49962,4.6,1955-03-01
1.43,421.532,26.79,50248,4.7,1955-04-01
1.43,424.42833333333334,26.77,50512,4.3,1955-05-01
1.64,427.32466666666664,26.71,50790,4.2,1955-06-01
1.68,430.221,26.76,50987,4.0,1955-07-01
1.96,432.5113333333333,26.72,51111,4.2,1955-08-01
2.18,434.8016666666667,26.85,51266,4.1,1955-09-01
2.24,437.092,26.82,51429,4.3,1955-10-01
2.35,437.97666666666663,26.88,51592,4.2,1955-11-01
2.48,438.86133333333333,26.87,51805,4.2,1955-12-01
2.45,439.746,26.83,51975,4.0,1956-01-01
2.5,441.834,26.86,52167,3.9,1956-02-01
2.5,443.92199999999997,26.89,52294,4.2,1956-03-01
2.62,446.01,26.93,52375,4.0,1956-04-01
2.75,447.73699999999997,27.03,52506,4.3,1956-05-01
2.71,449.464,27.15,52586,4.3,1956-06-01
2.75,451.191,27.29,51955,4.4,1956-07-01
2.73,454.28166666666664,27.31,52631,4.1,1956-08-01
2.95,457.37233333333336,27.35,52604,3.9,1956-09-01
2.96,460.463,27.51,52777,3.9,1956-10-01
2.88,463.5683333333333,27.51,52821,4.3,1956-11-01
2.94,466.6736666666667,27.63,52929,4.2,1956-12-01
2.84,469.779,27.67,52887,4.2,1957-01-01
3.0,470.5276666666667,27.8,53097,3.9,1957-02-01
2.96,471.2763333333333,27.86,53156,3.7,1957-03-01
3.0,472.025,27.93,53238,3.9,1957-04-01
3.0,474.5133333333333,28.0,53150,4.1,1957-05-01
3.0,477.00166666666667,28.11,53067,4.3,1957-06-01
2.99,479.49,28.19,53123,4.2,1957-07-01
3.24,477.948,28.28,53128,4.1,1957-08-01
3.47,476.406,28.32,52934,4.4,1957-09-01
3.5,474.864,28.32,52763,4.5,1957-10-01
3.28,472.42266666666666,28.41,52558,5.1,1957-11-01
2.98,469.98133333333334,28.47,52384,5.2,1957-12-01
2.72,467.54,28.64,52076,5.8,1958-01-01
1.67,469.01933333333335,28.7,51576,6.4,1958-02-01
1.2,470.4986666666667,28.87,51299,6.7,1958-03-01
1.26,471.978,28.94,51027,7.4,1958-04-01
0.63,476.599,28.94,50914,7.4,1958-05-01
0.93,481.22,28.91,50914,7.3,1958-06-01
0.68,485.841,28.89,51039,7.5,1958-07-01
1.53,490.4123333333333,28.94,51233,7.4,1958-08-01
1.76,494.9836666666667,28.91,51506,7.1,1958-09-01
1.8,499.555,28.91,51485,6.7,1958-10-01
2.27,503.14666666666665,28.95,51944,6.2,1958-11-01
2.42,506.73833333333334,28.97,52085,6.2,1958-12-01
2.48,510.33,29.01,52478,6.0,1959-01-01
2.43,514.4376666666667,29.0,52688,5.9,1959-02-01
2.8,518.5453333333334,28.97,53014,5.6,1959-03-01
2.96,522.653,28.98,53321,5.2,1959-04-01
2.9,523.4466666666667,29.04,53550,5.1,1959-05-01
3.39,524.2403333333333,29.11,53681,5.0,1959-06-01
3.47,525.034,29.15,53804,5.1,1959-07-01
3.5,526.2226666666667,29.18,53336,5.2,1959-08-01
3.76,527.4113333333333,29.25,53428,5.5,1959-09-01
3.98,528.6,29.35,53358,5.7,1959-10-01
4.0,533.2826666666667,29.35,53634,5.8,1959-11-01
3.99,537.9653333333333,29.41,54174,5.3,1959-12-01
3.99,542.648,29.37,54274,5.2,1960-01-01
3.97,542.1253333333334,29.41,54513,4.8,1960-02-01
3.84,541.6026666666667,29.41,54454,5.4,1960-03-01
3.92,541.08,29.54,54813,5.2,1960-04-01
3.85,542.5880000000001,29.57,54475,5.1,1960-05-01
3.32,544.096,29.61,54348,5.4,1960-06-01
3.23,545.604,29.55,54306,5.5,1960-07-01
2.98,543.8016666666667,29.61,54272,5.6,1960-08-01
2.6,541.9993333333333,29.61,54227,5.5,1960-09-01
2.47,540.197,29.75,54142,6.1,1960-10-01
2.44,541.804,29.78,53961,6.1,1960-11-01
1.98,543.4110000000001,29.81,53742,6.6,1960-12-01
1.45,545.018,29.84,53683,6.6,1961-01-01
2.54,548.527,29.84,53557,6.9,1961-02-01
2.02,552.036,29.84,53659,6.9,1961-03-01
1.49,555.545,29.81,53627,7.0,1961-04-01
1.98,559.5846666666666,29.84,53786,7.1,1961-05-01
1.73,563.6243333333333,29.84,53977,6.9,1961-06-01
1.17,567.664,29.92,54123,7.0,1961-07-01
2.0,571.98,29.94,54298,6.6,1961-08-01
1.88,576.2959999999999,29.98,54388,6.7,1961-09-01
2.26,580.612,29.98,54522,6.5,1961-10-01
2.61,585.079,29.98,54742,6.1,1961-11-01
2.33,589.546,30.01,54872,6.0,1961-12-01
2.15,594.013,30.04,54891,5.8,1962-01-01
2.37,596.1306666666667,30.11,55188,5.5,1962-02-01
2.85,598.2483333333333,30.17,55275,5.6,1962-03-01
2.78,600.366,30.21,55602,5.6,1962-04-01
2.36,603.253,30.24,55628,5.5,1962-05-01
2.68,606.14,30.21,55644,5.5,1962-06-01
2.71,609.027,30.22,55746,5.4,1962-07-01
2.93,610.1113333333334,30.28,55838,5.7,1962-08-01
2.9,611.1956666666666,30.42,55978,5.6,1962-09-01
2.9,612.28,30.38,56041,5.4,1962-10-01
2.94,615.4106666666667,30.38,56056,5.7,1962-11-01
2.93,618.5413333333333,30.38,56028,5.5,1962-12-01
2.92,621.672,30.44,56115,5.7,1963-01-01
3.0,624.3653333333333,30.48,56230,5.9,1963-02-01
2.98,627.0586666666667,30.51,56320,5.7,1963-03-01
2.9,629.752,30.48,56580,5.7,1963-04-01
3.0,634.6493333333333,30.51,56616,5.9,1963-05-01
2.99,639.5466666666666,30.61,56659,5.6,1963-06-01
3.02,644.444,30.69,56794,5.6,1963-07-01
3.49,647.6086666666666,30.75,56910,5.4,1963-08-01
3.48,650.7733333333333,30.72,57078,5.5,1963-09-01
3.5,653.938,30.75,57283,5.5,1963-10-01
3.48,659.2326666666667,30.78,57255,5.7,1963-11-01
3.38,664.5273333333333,30.88,57361,5.5,1963-12-01
3.48,669.822,30.94,57487,5.6,1964-01-01
3.48,672.7726666666666,30.91,57753,5.4,1964-02-01
3.43,675.7233333333334,30.94,57897,5.4,1964-03-01
3.47,678.674,30.95,57922,5.3,1964-04-01
3.5,683.1263333333333,30.98,58089,5.1,1964-05-01
3.5,687.5786666666667,31.01,58219,5.2,1964-06-01
3.42,692.031,31.02,58412,4.9,1964-07-01
3.5,693.7936666666666,31.05,58619,5.0,1964-08-01
3.45,695.5563333333333,31.08,58903,5.1,1964-09-01
3.36,697.319,31.12,58793,5.1,1964-10-01
3.52,704.1426666666666,31.21,59218,4.8,1964-11-01
3.85,710.9663333333333,31.25,59421,5.0,1964-12-01
3.9,717.79,31.28,59582,4.9,1965-01-01
3.98,721.9236666666667,31.28,59800,5.1,1965-02-01
4.05,726.0573333333333,31.31,60003,4.7,1965-03-01
4.09,730.191,31.38,60259,4.8,1965-04-01
4.1,736.5683333333334,31.48,60491,4.6,1965-05-01
4.05,742.9456666666666,31.61,60690,4.6,1965-06-01
4.09,749.323,31.58,60965,4.4,1965-07-01
4.12,756.8343333333333,31.55,61228,4.4,1965-08-01
4.02,764.3456666666666,31.62,61490,4.3,1965-09-01
4.08,771.857,31.65,61719,4.2,1965-10-01
4.1,779.816,31.75,61996,4.1,1965-11-01
4.32,787.775,31.85,62322,4.0,1965-12-01
4.42,795.734,31.88,62529,4.0,1966-01-01
4.6,798.8163333333333,32.08,62796,3.8,1966-02-01
4.66,801.8986666666667,32.18,63192,3.8,1966-03-01
4.67,804.981,32.28,63437,3.8,1966-04-01
4.9,809.8666666666667,32.35,63712,3.9,1966-05-01
5.17,814.7523333333334,32.38,64111,3.8,1966-06-01
5.3,819.638,32.45,64301,3.8,1966-07-01
5.53,824.1926666666667,32.65,64507,3.8,1966-08-01
5.4,828.7473333333334,32.75,64643,3.7,1966-09-01
5.53,833.302,32.85,64854,3.7,1966-10-01
5.76,836.9246666666667,32.88,65019,3.6,1966-11-01
5.4,840.5473333333333,32.92,65199,3.8,1966-12-01
4.94,844.17,32.9,65407,3.9,1967-01-01
5.0,845.7743333333333,33.0,65429,3.8,1967-02-01
4.53,847.3786666666666,33.0,65530,3.8,1967-03-01
4.05,848.983,33.1,65466,3.8,1967-04-01
3.94,854.3996666666666,33.1,65620,3.8,1967-05-01
3.98,859.8163333333333,33.3,65750,3.9,1967-06-01
3.79,865.233,33.4,65888,3.8,1967-07-01
3.9,870.635,33.5,66143,3.8,1967-08-01
3.99,876.0369999999999,33.6,66164,3.8,1967-09-01
3.88,881.439,33.7,66225,4.0,1967-10-01
4.13,890.755,33.9,66703,3.9,1967-11-01
4.51,900.0709999999999,34.0,66900,3.8,1967-12-01
4.61,909.387,34.1,66804,3.7,1968-01-01
4.71,917.706,34.2,67215,3.8,1968-02-01
5.05,926.025,34.3,67295,3.7,1968-03-01
5.76,934.344,34.4,67556,3.5,1968-04-01
6.12,939.8376666666667,34.5,67652,3.5,1968-05-01
6.07,945.3313333333334,34.7,67905,3.7,1968-06-01
6.03,950.825,34.9,68126,3.7,1968-07-01
6.03,956.5600000000001,35.0,68330,3.5,1968-08-01
5.78,962.295,35.1,68484,3.4,1968-09-01
5.91,968.03,35.3,68721,3.4,1968-10-01
5.82,976.4656666666666,35.4,68984,3.4,1968-11-01
6.02,984.9013333333334,35.6,69248,3.4,1968-12-01
6.3,993.337,35.7,69439,3.4,1969-01-01
6.61,998.5646666666667,35.8,69699,3.4,1969-02-01
6.79,1003.7923333333333,36.1,69905,3.4,1969-03-01
7.41,1009.02,36.3,70072,3.4,1969-04-01
8.67,1015.9986666666666,36.4,70328,3.4,1969-05-01
8.9,1022.9773333333333,36.6,70636,3.5,1969-06-01
8.61,1029.956,36.8,70729,3.5,1969-07-01
9.19,1032.6863333333333,36.9,71008,3.5,1969-08-01
9.15,1035.4166666666665,37.1,70914,3.7,1969-09-01
9.0,1038.147,37.3,71121,3.7,1969-10-01
8.85,1042.498,37.5,71086,3.5,1969-11-01
8.97,1046.849,37.7,71241,3.5,1969-12-01
8.98,1051.2,37.9,71176,3.9,1970-01-01
8.98,1056.5916666666667,38.1,71305,4.2,1970-02-01
7.76,1061.9833333333333,38.3,71451,4.4,1970-03-01
8.1,1067.375,38.5,71348,4.6,1970-04-01
7.95,1073.603,38.6,71124,4.8,1970-05-01
7.61,1079.831,38.8,71029,4.9,1970-06-01
7.21,1086.059,38.9,71053,5.0,1970-07-01
6.62,1086.9086666666667,39.0,70937,5.1,1970-08-01
6.29,1087.7583333333332,39.2,70944,5.4,1970-09-01
6.2,1088.608,39.4,70521,5.5,1970-10-01
5.6,1104.124,39.6,70409,5.9,1970-11-01
4.9,1119.6399999999999,39.8,70792,6.1,1970-12-01
4.14,1135.156,39.9,70865,5.9,1971-01-01
3.72,1142.1943333333334,39.9,70807,5.9,1971-02-01
3.71,1149.2326666666665,40.0,70860,6.0,1971-03-01
4.16,1156.271,40.1,71036,5.9,1971-04-01
4.63,1163.4056666666665,40.3,71247,5.9,1971-05-01
4.91,1170.5403333333334,40.5,71254,5.9,1971-06-01
5.31,1177.675,40.6,71315,6.0,1971-07-01
5.57,1181.8823333333332,40.7,71373,6.1,1971-08-01
5.55,1186.0896666666667,40.8,71614,6.0,1971-09-01
5.2,1190.297,40.9,71642,5.8,1971-10-01
4.91,1203.7343333333333,41.0,71847,6.0,1971-11-01
4.14,1217.1716666666666,41.1,72109,6.0,1971-12-01
3.51,1230.609,41.2,72441,5.8,1972-01-01
3.3,1242.529,41.4,72648,5.7,1972-02-01
3.83,1254.4489999999998,41.4,72944,5.8,1972-03-01
4.17,1266.369,41.5,73162,5.7,1972-04-01
4.27,1274.4346666666665,41.6,73469,5.7,1972-05-01
4.46,1282.5003333333334,41.7,73758,5.7,1972-06-01
4.55,1290.566,41.8,73709,5.6,1972-07-01
4.81,1303.3453333333334,41.9,74141,5.6,1972-08-01
4.87,1316.1246666666666,42.1,74264,5.5,1972-09-01
5.05,1328.904,42.2,74674,5.6,1972-10-01
5.06,1345.0993333333333,42.4,74973,5.3,1972-11-01
5.33,1361.2946666666667,42.5,75268,5.2,1972-12-01
5.94,1377.49,42.7,75617,4.9,1973-01-01
6.58,1389.6223333333332,43.0,76014,5.0,1973-02-01
7.09,1401.7546666666667,43.4,76284,4.9,1973-03-01
7.12,1413.887,43.7,76455,5.0,1973-04-01
7.84,1420.5373333333332,43.9,76648,4.9,1973-05-01
8.49,1427.1876666666667,44.2,76887,4.9,1973-06-01
10.4,1433.838,44.2,76913,4.8,1973-07-01
10.5,1447.9883333333332,45.0,77168,4.8,1973-08-01
10.78,1462.1386666666667,45.2,77276,4.8,1973-09-01
10.01,1476.289,45.6,77607,4.6,1973-10-01
10.03,1481.2623333333333,45.9,77920,4.8,1973-11-01
9.95,1486.2356666666667,46.3,78031,4.9,1973-12-01
9.65,1491.209,46.8,78100,5.1,1974-01-01
8.97,1504.1580000000001,47.3,78254,5.2,1974-02-01
9.35,1517.107,47.8,78296,5.1,1974-03-01
10.51,1530.056,48.1,78382,5.1,1974-04-01
